Iteration,Best Score
1,1.3527695599579392e+19
1,1.3039158599581313e+19
2,1.3039158599581313e+19
3,1.2318046412081312e+19
4,1.2318046412081312e+19
5,1.2318046412081312e+19
6,1.2067239745414646e+19
7,1.2067239745414646e+19
8,1.2067239745414646e+19
9,1.2067239745414646e+19
10,1.2067239745414646e+19
11,1.1787119745414646e+19
12,1.1787119745414646e+19
13,1.1787119745414646e+19
14,1.1787119745414646e+19
15,1.1787119745414646e+19
16,1.0193321545414648e+19
17,1.0193321545414648e+19
18,1.0193321545414648e+19
19,9.254067670414645e+18
20,9.254067670414645e+18
21,9.254067670414645e+18
22,7.86311344124798e+18
23,7.86311344124798e+18
24,7.86311344124798e+18
25,7.86311344124798e+18
26,7.839613441247977e+18
27,7.839613441247977e+18
28,7.839613441247977e+18
29,7.839613441247977e+18
30,7.839613441247977e+18
31,7.181241566247977e+18
32,6.995981666247976e+18
33,6.737687066247976e+18
34,6.682799441247976e+18
35,6.682799441247976e+18
36,6.682799441247976e+18
37,6.682799441247976e+18
38,6.682799441247976e+18
39,6.682799441247976e+18
40,6.682799441247976e+18
41,6.682799441247976e+18
42,6.682799441247976e+18
43,6.682799441247976e+18
44,6.682799441247976e+18
45,6.043020941247976e+18
46,6.043020941247976e+18
47,6.043020941247976e+18
48,6.043020941247976e+18
49,6.043020941247976e+18
50,5.496876281247974e+18
51,5.496876281247974e+18
52,5.496876281247974e+18
53,5.496876281247974e+18
54,5.496876281247974e+18
55,5.496876281247974e+18
56,5.496876281247974e+18
57,3.511709864581307e+18
58,3.511709864581307e+18
59,3.328016264581306e+18
60,3.328016264581306e+18
61,3.328016264581306e+18
62,3.328016264581306e+18
63,3.328016264581306e+18
64,3.328016264581306e+18
65,3.295891264581306e+18
66,3.295891264581306e+18
67,3.295891264581306e+18
68,3.295891264581306e+18
69,3.295891264581306e+18
70,3.295891264581306e+18
71,3.295891264581306e+18
72,3.2625435645813064e+18
73,3.2625435645813064e+18
74,3.2625435645813064e+18
75,3.2625435645813064e+18
76,3.2625435645813064e+18
77,3.2625435645813064e+18
78,3.2625435645813064e+18
79,3.2625435645813064e+18
80,2.9497586895813053e+18
81,2.9497586895813053e+18
82,2.9497586895813053e+18
83,2.9497586895813053e+18
84,2.9497586895813053e+18
85,2.9497586895813053e+18
86,2.924702689581306e+18
87,2.924702689581306e+18
88,2.924702689581306e+18
