Iteration,Best Score
1,2.167975124791272e+19
2,2.167975124791272e+19
3,2.053826921624606e+19
4,2.053826921624606e+19
5,2.053826921624606e+19
6,2.053826921624606e+19
7,2.053826921624606e+19
8,2.053826921624606e+19
9,2.053826921624606e+19
10,2.053826921624606e+19
11,1.9162281129579397e+19
12,1.9162281129579397e+19
13,1.9162281129579397e+19
14,1.9162281129579397e+19
15,1.9162281129579397e+19
16,1.9162281129579397e+19
17,1.9162281129579397e+19
18,1.9162281129579397e+19
19,1.9162281129579397e+19
20,1.9162281129579397e+19
21,1.9162281129579397e+19
22,1.8006546134579399e+19
23,1.8006546134579399e+19
24,1.8006546134579399e+19
25,1.8006546134579399e+19
26,1.8006546134579399e+19
27,1.8006546134579399e+19
28,1.8006546134579399e+19
29,1.8006546134579399e+19
30,1.8006546134579399e+19
31,1.8006546134579399e+19
32,1.8006546134579399e+19
33,1.8006546134579399e+19
34,1.8006546134579399e+19
35,1.8006546134579399e+19
36,1.8006546134579399e+19
37,1.8006546134579399e+19
38,1.8006546134579399e+19
39,1.8006546134579399e+19
40,1.8006546134579399e+19
41,1.8006546134579399e+19
42,1.8006546134579399e+19
43,1.8006546134579399e+19
44,1.8006546134579399e+19
45,1.8006546134579399e+19
46,1.8006546134579399e+19
47,1.8006546134579399e+19
48,1.8006546134579399e+19
49,1.7387123734579399e+19
50,1.5400809734579399e+19
51,1.5400809734579399e+19
52,1.5400809734579399e+19
53,1.5400809734579399e+19
54,1.5400809734579399e+19
55,1.5400809734579399e+19
56,1.5400809734579399e+19
57,1.5400809734579399e+19
58,1.5400809734579399e+19
59,1.5400809734579399e+19
60,1.5400809734579399e+19
61,1.5400809734579399e+19
62,1.5400809734579399e+19
63,1.5400809734579399e+19
64,1.5400809734579399e+19
65,1.5400809734579399e+19
66,1.5400809734579399e+19
67,1.5400809734579399e+19
68,1.5400809734579399e+19
69,1.5400809734579399e+19
70,1.5400809734579399e+19
71,1.5400809734579399e+19
72,1.5400809734579399e+19
73,1.5400809734579399e+19
74,1.5400809734579399e+19
75,1.5400809734579399e+19
76,1.5400809734579399e+19
77,1.5400809734579399e+19
78,1.5400809734579399e+19
79,1.5400809734579399e+19
80,1.5400809734579399e+19
81,1.5400809734579399e+19
82,1.5400809734579399e+19
83,1.5400809734579399e+19
84,1.5400809734579399e+19
85,1.5400809734579399e+19
86,1.5400809734579399e+19
87,1.5400809734579399e+19
88,1.5400809734579399e+19
89,1.5400809734579399e+19
90,1.5400809734579399e+19
91,1.5400809734579399e+19
92,1.5400809734579399e+19
93,1.5400809734579399e+19
94,1.5400809734579399e+19
95,1.5400809734579399e+19
96,1.5400809734579399e+19
97,1.5400809734579399e+19
98,1.5400809734579399e+19
99,1.5400809734579399e+19
100,1.5400809734579399e+19
