Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,116,249.125,295.0,241.0,171.0,256.0,266.0,306.0,299.0,159.0
1,101,200.375,144.0,229.0,239.0,193.0,244.0,156.0,207.0,191.0
2,113,314.0,305.0,233.0,343.0,459.0,244.0,300.0,,
3,93,355.0,389.0,355.0,368.0,308.0,,,,
4,98,428.5,366.0,477.0,501.0,370.0,,,,
5,79,306.5,295.0,319.0,228.0,384.0,,,,
