Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,96,205.625,199.0,240.0,308.0,129.0,150.0,115.0,287.0,217.0
1,101,212.125,204.0,161.0,234.0,272.0,214.0,267.0,146.0,199.0
2,88,228.16666666666666,200.0,183.0,209.0,191.0,303.0,283.0,,
3,95,381.75,436.0,395.0,361.0,335.0,,,,
4,113,469.0,405.0,511.0,470.0,490.0,,,,
5,107,431.5,381.0,515.0,397.0,433.0,,,,
