Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,104,201.0,205.0,194.0,183.0,211.0,218.0,264.0,145.0,188.0
1,100,206.0,179.0,187.0,274.0,247.0,199.0,146.0,262.0,154.0
2,103,293.5,243.0,277.0,379.0,251.0,274.0,337.0,,
3,101,408.5,336.0,431.0,435.0,432.0,,,,
4,90,368.0,283.0,419.0,433.0,337.0,,,,
5,102,429.25,438.0,525.0,418.0,336.0,,,,
