Iteration,Best Score
1,2.5267738864271606e+18
2,1.9829707164271598e+18
3,1.9829707164271598e+18
4,1.7532675630938266e+18
5,1.7532675630938266e+18
6,1.7532675630938266e+18
7,1.7532675630938266e+18
