Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
3.363368055938238e+17,2.930515972222612e+20,2.927152604166674e+20,2.927152604166674e+18,100,3278.069892644882,-3.477135416666673e+16,1.0,95
