Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
2.706076389271582e+17,3.096524305559389e+19,3.069463541666673e+19,3.069463541666673e+17,100,1843.93536901474,-7346354166666721.0,1.0,96
