Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
4.285617547604906e+17,1.6287852876976062e+20,inf,inf,100,547.3858969211578,-5279666374999996.0,1.0,27
