Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
1.6378281570793882e+18,2.1471728978624607e+20,2.1307946162916668e+20,2.130794616291667e+18,100,1402.7669067382812,-7.324546668333336e+16,1.0,94
