Iteration,Best Score
1,2.5393917639801754e+18
2,1.2287100623135086e+18
3,1.0375738123135077e+18
4,1.0375738123135077e+18
5,1.0375738123135077e+18
6,1.0375738123135077e+18
7,1.0375738123135077e+18
8,1.0375738123135077e+18
9,1.0375738123135077e+18
10,1.0375738123135077e+18
11,8.276739956468429e+17
12,8.276739956468429e+17
13,8.276739956468429e+17
14,8.276739956468429e+17
15,8.276739956468429e+17
16,8.276739956468429e+17
17,8.276739956468429e+17
18,8.276739956468429e+17
19,8.276739956468429e+17
20,8.276739956468429e+17
21,8.276739956468429e+17
22,8.276739956468429e+17
23,8.276739956468429e+17
24,8.276739956468429e+17
25,8.276739956468429e+17
26,8.276739956468429e+17
27,8.276739956468429e+17
28,8.276739956468429e+17
29,8.276739956468429e+17
30,8.276739956468429e+17
31,8.276739956468429e+17
32,8.276739956468429e+17
33,8.276739956468429e+17
34,8.276739956468429e+17
35,8.276739956468429e+17
36,8.276739956468429e+17
37,8.276739956468429e+17
38,8.276739956468429e+17
39,8.276739956468429e+17
40,8.276739956468429e+17
41,8.276739956468429e+17
42,8.276739956468429e+17
43,8.276739956468429e+17
44,8.276739956468429e+17
45,8.276739956468429e+17
46,8.276739956468429e+17
47,8.276739956468429e+17
48,8.276739956468429e+17
49,3.352845448135072e+17
50,3.352845448135072e+17
51,3.352845448135072e+17
52,3.352845448135072e+17
53,3.352845448135072e+17
54,3.352845448135072e+17
55,3.352845448135072e+17
56,3.352845448135072e+17
57,3.352845448135072e+17
58,3.352845448135072e+17
59,3.352845448135072e+17
60,3.352845448135072e+17
61,3.352845448135072e+17
62,3.352845448135072e+17
63,3.352845448135072e+17
64,3.352845448135072e+17
65,3.352845448135072e+17
66,3.352845448135072e+17
67,3.352845448135072e+17
68,3.352845448135072e+17
69,3.352845448135072e+17
70,3.352845448135072e+17
71,3.352845448135072e+17
72,3.352845448135072e+17
73,3.352845448135072e+17
74,3.352845448135072e+17
75,3.352845448135072e+17
76,3.352845448135072e+17
77,3.352845448135072e+17
78,3.352845448135072e+17
79,3.352845448135072e+17
80,3.352845448135072e+17
81,3.352845448135072e+17
82,3.352845448135072e+17
83,3.352845448135072e+17
84,3.352845448135072e+17
85,3.352845448135072e+17
86,3.352845448135072e+17
87,3.352845448135072e+17
88,3.352845448135072e+17
89,3.352845448135072e+17
90,3.352845448135072e+17
91,3.352845448135072e+17
92,3.352845448135072e+17
93,3.352845448135072e+17
94,3.352845448135072e+17
95,3.352845448135072e+17
96,3.352845448135072e+17
97,3.352845448135072e+17
98,3.352845448135072e+17
99,3.352845448135072e+17
100,3.352845448135072e+17
