Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,188,379.75,501.0,369.0,323.0,250.0,344.0,372.0,460.0,419.0
1,169,349.25,238.0,294.0,328.0,363.0,385.0,386.0,334.0,466.0
2,173,470.1666666666667,422.0,568.0,473.0,354.0,575.0,429.0,,
3,163,691.25,704.0,779.0,557.0,725.0,,,,
4,148,625.75,683.0,543.0,746.0,531.0,,,,
5,159,641.0,625.0,580.0,717.0,642.0,,,,
