Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
2.523707550410116e+19,2.7584211045687067e+19,1.4373843749803213e+18,2.347135541585908e+17,10,12.256094455718994,-2.347135541585908e+17,1.0,6
