Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
1.4750139814200928e+16,1.388333291480174e+18,1.3735831516659732e+18,7306293359925390.0,188,362.6774117946625,-7306293359925390.0,1.0,167
