Iteration,Best Score
1,inf
2,5.202902645593837e+18
3,5.202902645593837e+18
4,2.7147765897605064e+18
5,2.7147765897605064e+18
6,2.7147765897605064e+18
7,2.7147765897605064e+18
8,2.7147765897605064e+18
9,2.7147765897605064e+18
10,2.7147765897605064e+18
11,2.7147765897605064e+18
12,2.7147765897605064e+18
13,2.7147765897605064e+18
14,2.7147765897605064e+18
15,2.7147765897605064e+18
16,2.7147765897605064e+18
17,2.7147765897605064e+18
18,2.7147765897605064e+18
19,2.7147765897605064e+18
20,2.7147765897605064e+18
21,2.7147765897605064e+18
22,2.7147765897605064e+18
23,2.7147765897605064e+18
24,2.7147765897605064e+18
25,2.7147765897605064e+18
26,2.7147765897605064e+18
27,2.7147765897605064e+18
28,2.7147765897605064e+18
29,2.7147765897605064e+18
30,2.7147765897605064e+18
31,2.7147765897605064e+18
32,2.7147765897605064e+18
33,2.7147765897605064e+18
34,2.7147765897605064e+18
35,2.7147765897605064e+18
36,2.7147765897605064e+18
37,2.7147765897605064e+18
38,2.7147765897605064e+18
39,2.7147765897605064e+18
40,2.7147765897605064e+18
41,2.7147765897605064e+18
42,2.7147765897605064e+18
43,2.7147765897605064e+18
44,2.7147765897605064e+18
45,2.7147765897605064e+18
46,2.7147765897605064e+18
47,2.7147765897605064e+18
48,2.7147765897605064e+18
49,2.7147765897605064e+18
50,2.7147765897605064e+18
51,2.7147765897605064e+18
52,2.7147765897605064e+18
53,2.7147765897605064e+18
54,2.7147765897605064e+18
55,2.7147765897605064e+18
56,2.7147765897605064e+18
57,2.7147765897605064e+18
58,2.7147765897605064e+18
59,2.7147765897605064e+18
60,2.7147765897605064e+18
61,2.7147765897605064e+18
62,2.7147765897605064e+18
63,2.7147765897605064e+18
64,2.7147765897605064e+18
65,2.7147765897605064e+18
66,2.7147765897605064e+18
67,2.7147765897605064e+18
68,2.7147765897605064e+18
69,2.7147765897605064e+18
70,2.7147765897605064e+18
71,2.7147765897605064e+18
72,2.7147765897605064e+18
73,2.7147765897605064e+18
74,2.7147765897605064e+18
75,2.7147765897605064e+18
76,2.7147765897605064e+18
77,2.7147765897605064e+18
78,2.7147765897605064e+18
79,2.7147765897605064e+18
80,2.7147765897605064e+18
81,2.7147765897605064e+18
82,2.7147765897605064e+18
83,2.7147765897605064e+18
84,2.7147765897605064e+18
85,2.7147765897605064e+18
86,2.7147765897605064e+18
87,2.7147765897605064e+18
88,2.7147765897605064e+18
89,2.7147765897605064e+18
90,2.7147765897605064e+18
91,2.7147765897605064e+18
92,2.7147765897605064e+18
93,2.7147765897605064e+18
94,2.7147765897605064e+18
95,2.7147765897605064e+18
96,2.7147765897605064e+18
97,2.7147765897605064e+18
98,2.7147765897605064e+18
99,2.7147765897605064e+18
100,2.7147765897605064e+18
