Iteration,Best Score
1,2.934454271160597e+21
2,2.844003408938931e+21
3,2.844003408938931e+21
4,2.844003408938931e+21
5,2.844003408938931e+21
6,2.844003408938931e+21
7,2.844003408938931e+21
8,2.844003408938931e+21
9,2.844003408938931e+21
10,2.7403614782922634e+21
11,2.7403614782922634e+21
12,2.7403614782922634e+21
13,2.7403614782922634e+21
14,2.7403614782922634e+21
15,2.7403614782922634e+21
16,2.7403614782922634e+21
17,2.7403614782922634e+21
18,2.7403614782922634e+21
19,2.7403614782922634e+21
20,2.7403614782922634e+21
21,2.7403614782922634e+21
22,2.7403614782922634e+21
23,2.7403614782922634e+21
24,2.7403614782922634e+21
25,2.7403614782922634e+21
26,2.7403614782922634e+21
27,2.7403614782922634e+21
28,2.7403614782922634e+21
29,2.7403614782922634e+21
30,2.7403614782922634e+21
31,2.7403614782922634e+21
32,2.7403614782922634e+21
33,2.7403614782922634e+21
34,2.7403614782922634e+21
35,2.7403614782922634e+21
36,2.7403614782922634e+21
37,2.7403614782922634e+21
38,2.7403614782922634e+21
39,2.7403614782922634e+21
40,2.7403614782922634e+21
41,2.7403614782922634e+21
42,2.7403614782922634e+21
43,2.7403614782922634e+21
44,2.7403614782922634e+21
45,2.7403614782922634e+21
46,2.7403614782922634e+21
47,2.7403614782922634e+21
48,2.7403614782922634e+21
49,2.7403614782922634e+21
50,2.7403614782922634e+21
51,2.7403614782922634e+21
52,2.7403614782922634e+21
53,2.7403614782922634e+21
54,2.7403614782922634e+21
55,2.7403614782922634e+21
56,2.7403614782922634e+21
57,2.7403614782922634e+21
58,2.7403614782922634e+21
59,2.7403614782922634e+21
60,2.7403614782922634e+21
61,2.7403614782922634e+21
62,2.7403614782922634e+21
63,2.7403614782922634e+21
64,2.7403614782922634e+21
65,2.7403614782922634e+21
66,2.7403614782922634e+21
67,2.7403614782922634e+21
68,2.7403614782922634e+21
69,2.7403614782922634e+21
70,2.7403614782922634e+21
71,2.7403614782922634e+21
72,2.7403614782922634e+21
73,2.7403614782922634e+21
74,2.7403614782922634e+21
75,2.7403614782922634e+21
76,2.7403614782922634e+21
77,2.7403614782922634e+21
78,2.7403614782922634e+21
79,2.7403614782922634e+21
80,2.7403614782922634e+21
81,2.7403614782922634e+21
82,2.7403614782922634e+21
83,2.7403614782922634e+21
84,2.7403614782922634e+21
85,2.7403614782922634e+21
86,2.7403614782922634e+21
87,2.7403614782922634e+21
88,2.7403614782922634e+21
89,2.7403614782922634e+21
90,2.7403614782922634e+21
91,2.7403614782922634e+21
92,2.7403614782922634e+21
93,2.7403614782922634e+21
94,2.7403614782922634e+21
95,2.7403614782922634e+21
96,2.7403614782922634e+21
97,2.7403614782922634e+21
98,2.7403614782922634e+21
99,2.7403614782922634e+21
100,2.7403614782922634e+21
