Iteration,Best Score
1,7.165451389271575e+17
2,2.2769097226049277e+17
3,2.2769097226049277e+17
4,2.2769097226049277e+17
5,2.2769097226049277e+17
6,2.2769097226049277e+17
7,2.2769097226049277e+17
8,2.2769097226049277e+17
9,2.2769097226049277e+17
10,2.2769097226049277e+17
11,2.2769097226049277e+17
12,2.2769097226049277e+17
13,2.2769097226049277e+17
14,2.2769097226049277e+17
15,2.2769097226049277e+17
16,2.2769097226049277e+17
17,2.2769097226049277e+17
18,2.2769097226049277e+17
19,2.2769097226049277e+17
20,2.2769097226049277e+17
21,2.2769097226049277e+17
22,2.2769097226049277e+17
23,2.2769097226049277e+17
24,2.2769097226049277e+17
25,2.2769097226049277e+17
26,2.2769097226049277e+17
27,2.2769097226049277e+17
28,2.2769097226049277e+17
29,2.2769097226049277e+17
30,2.2769097226049277e+17
31,2.2769097226049277e+17
32,2.2769097226049277e+17
33,2.2769097226049277e+17
34,2.2769097226049277e+17
35,2.2769097226049277e+17
36,2.2769097226049277e+17
37,2.2769097226049277e+17
38,2.2769097226049277e+17
