Iteration,Best Score
1,4.864253472260502e+18
2,4.864253472260502e+18
3,4.459305555593837e+18
4,2.773628472260502e+18
5,2.773628472260502e+18
6,2.7380555555938335e+18
7,2.7380555555938335e+18
8,2.7380555555938335e+18
9,2.7380555555938335e+18
10,2.7380555555938335e+18
11,2.7380555555938335e+18
12,2.7380555555938335e+18
13,1.8895659722605025e+18
14,1.8895659722605025e+18
15,1.8895659722605025e+18
16,1.8895659722605025e+18
17,1.8895659722605025e+18
18,1.8895659722605025e+18
19,1.8895659722605025e+18
20,1.8895659722605025e+18
21,1.8895659722605025e+18
22,1.8895659722605025e+18
23,1.8895659722605025e+18
