Iteration,Best Score
1,5.323263889271578e+17
1,4.672222222617134e+17
2,4.672222222617134e+17
3,4.672222222617134e+17
4,4.672222222617134e+17
5,4.401388889283799e+17
6,4.1638888892837946e+17
7,3.742013889283793e+17
8,3.3701388892837894e+17
9,3.174305555950452e+17
10,3.174305555950452e+17
11,3.049305555950454e+17
12,3.049305555950454e+17
13,3.049305555950454e+17
14,3.049305555950454e+17
15,3.049305555950454e+17
16,3.049305555950454e+17
17,3.049305555950454e+17
18,3.018055555950453e+17
19,3.018055555950453e+17
20,3.018055555950453e+17
21,3.018055555950453e+17
22,3.018055555950453e+17
23,2.8680555559504522e+17
24,2.8680555559504522e+17
25,2.8680555559504522e+17
26,1.7482638892837862e+17
27,1.7482638892837862e+17
28,1.7482638892837862e+17
29,1.7482638892837862e+17
30,1.7482638892837862e+17
31,1.7482638892837862e+17
32,1.148263889283784e+17
33,1.148263889283784e+17
34,1.148263889283784e+17
35,1.0774305559504488e+17
36,7.75347222617113e+16
37,6.190972226171133e+16
38,6.190972226171133e+16
39,6.190972226171133e+16
40,6.190972226171133e+16
41,6.190972226171133e+16
42,6.190972226171133e+16
43,5.425347226171113e+16
44,2.508680559504446e+16
45,2.508680559504446e+16
46,2.508680559504446e+16
47,2.508680559504446e+16
48,2.508680559504446e+16
49,2.508680559504446e+16
50,2.508680559504446e+16
51,2.050347226171108e+16
52,2.050347226171108e+16
53,2.050347226171108e+16
54,2.050347226171108e+16
55,2.050347226171108e+16
56,2.050347226171108e+16
57,2.050347226171108e+16
58,2.050347226171108e+16
59,2.050347226171108e+16
60,2.050347226171108e+16
61,2.050347226171108e+16
62,1.3472222261710962e+16
63,1.3472222261710962e+16
64,1.3472222261710962e+16
65,1.3472222261710962e+16
66,1.3472222261710962e+16
67,1.3472222261710962e+16
68,1.3472222261710962e+16
69,5034722261710953.0
70,5034722261710953.0
71,5034722261710953.0
72,5034722261710953.0
73,5034722261710953.0
74,5034722261710953.0
75,5034722261710953.0
76,3472222261710972.5
77,3055555595044236.0
78,3055555595044236.0
79,3055555595044236.0
80,3055555595044236.0
81,3055555595044236.0
82,3055555595044236.0
83,3055555595044236.0
84,3055555595044236.0
85,3055555595044236.0
86,3055555595044236.0
87,3055555595044236.0
88,3055555595044236.0
