Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,499,996.5,878.0,1079.0,1043.0,1033.0,1163.0,965.0,900.0,911.0
1,154,313.25,352.0,245.0,327.0,341.0,280.0,254.0,389.0,318.0
2,68,199.0,166.0,206.0,225.0,231.0,172.0,194.0,,
3,40,147.75,162.0,143.0,118.0,168.0,,,,
4,26,115.5,71.0,165.0,146.0,80.0,,,,
5,13,55.25,90.0,93.0,10.0,28.0,,,,
