Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,136,267.625,265.0,215.0,262.0,368.0,255.0,266.0,279.0,231.0
1,135,269.25,233.0,321.0,328.0,177.0,315.0,239.0,210.0,331.0
2,139,379.1666666666667,237.0,522.0,359.0,448.0,351.0,358.0,,
3,126,518.25,558.0,425.0,618.0,472.0,,,,
4,132,539.75,517.0,601.0,525.0,516.0,,,,
5,132,536.0,685.0,470.0,495.0,494.0,,,,
