Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,159,329.0,257.0,314.0,490.0,304.0,303.0,226.0,304.0,434.0
1,140,288.375,332.0,243.0,299.0,423.0,181.0,325.0,238.0,266.0
2,126,339.3333333333333,349.0,360.0,321.0,267.0,457.0,282.0,,
3,134,530.75,597.0,467.0,478.0,581.0,,,,
4,99,392.25,363.0,444.0,493.0,269.0,,,,
5,142,569.75,588.0,607.0,442.0,642.0,,,,
