Iteration,Best Score
1,1.1838481142976671e+20
2,1.1265967327984912e+20
3,1.0835282827993155e+20
4,1.0717975528001398e+20
5,1.0717975528001398e+20
6,1.0635298528014585e+20
7,1.0214663591522828e+20
8,9.53046344152942e+19
9,9.100029420202682e+19
10,8.989486357709277e+19
11,8.724334882717519e+19
12,8.441317976059093e+19
13,8.270670376062393e+19
14,8.077770698568986e+19
15,7.3764184735755805e+19
16,6.7182679152471925e+19
17,6.624895790253785e+19
18,6.553460090260382e+19
19,6.286507954851956e+19
20,6.1713275748585505e+19
21,6.010408512365144e+19
22,5.8099976373733876e+19
23,5.7112223561316295e+19
24,5.268276574889872e+19
25,4.949602012396465e+19
26,4.486012812403059e+19
27,4.381680762411302e+19
28,4.043925915751229e+19
29,3.911919203257824e+19
30,3.694780378266066e+19
31,3.694780378266066e+19
32,3.4918248072759575e+19
33,3.404235367285848e+19
34,3.0347436922924413e+19
35,2.953747400299036e+19
36,2.8393950669722964e+19
37,2.6276381919821877e+19
38,2.3070035927404503e+19
39,2.2990705539970253e+19
40,2.109560605000323e+19
41,1.9613645133418983e+19
42,1.942234945846844e+19
43,1.9279905187701047e+19
44,1.9062008937788424e+19
45,1.903067560451608e+19
46,1.8780337271248683e+19
47,1.7601294521314628e+19
48,1.720660967136408e+19
49,1.5511477356413538e+19
50,1.4459847773162627e+19
51,1.3940212523212083e+19
52,1.1778888623278014e+19
53,1.1778888623278014e+19
54,1.0655182373428111e+19
55,9.510110123492321e+18
56,8.422097873541774e+18
57,7.983628081908079e+18
58,6.922092694474018e+18
59,5.664299257023474e+18
60,5.366866132105054e+18
61,5.366866132105054e+18
62,4.0286313147542636e+18
63,3.823080689836688e+18
64,3.224204489902628e+18
65,2.861783024985055e+18
66,2.729799825018025e+18
67,2.0847953251004498e+18
68,1.878420158499723e+18
69,1.844376408598633e+18
70,1.5865532086810586e+18
71,1.5865532086810586e+18
72,1.5344536088129382e+18
73,1.2941468588459082e+18
74,1.2941468588459082e+18
75,1.0401343589777884e+18
76,9.046321590595176e+17
77,7.717161591096686e+17
78,1.747033591591232e+17
79,1.2747585920857819e+17
80,3.1022459274518204e+16
81,3.1022459274518204e+16
82,3.1022459274518204e+16
83,1.5097859488823206e+16
84,3748926237914875.0
85,3748926237914875.0
86,3748926237914875.0
87,3748926237914875.0
88,3748926237914875.0
