Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3,0,0.0,0.0,0.0,0.0,0.0,,,,
4,0,0.0,0.0,0.0,0.0,0.0,,,,
5,0,0.0,0.0,0.0,0.0,0.0,,,,
