Filename,Recognized Text,Timestamp
STEEL-TH20-L2000W1000-HT1450-20240215.jpg,"STEEL-TH20-L2000W1000-HT1450-
20240215-KT| E 巳

",2024-09-11 16:50:24
test01_10.jpg,,2024-09-11 16:50:25
test01_15.jpg,,2024-09-11 16:50:25
test02.jpg," 

",2024-09-11 16:50:26
test03_Q25B.png,"Q235B 3925880200
A333581 GB/T 3274-2017
25x2200x*10500

",2024-09-11 16:50:27
test03_Q25B_02.png,"Q235B 3925880200
A333581 GB/T 3274-2017
25x2200x*10500

",2024-09-11 16:50:29
