Generation,Best Score
1,2.6914930559382374e+17
2,2.6914930559382374e+17
3,2.6914930559382374e+17
4,2.6914930559382374e+17
5,2.6914930559382374e+17
6,2.4842013892715725e+17
7,2.4842013892715725e+17
8,2.4842013892715725e+17
9,2.4842013892715725e+17
10,7.842013892715718e+16
11,7.842013892715718e+16
12,7.842013892715718e+16
13,7.842013892715718e+16
14,7.842013892715718e+16
15,7.842013892715718e+16
16,7.842013892715718e+16
17,7.842013892715718e+16
18,7.842013892715718e+16
19,7.842013892715718e+16
20,7.842013892715718e+16
21,7.842013892715718e+16
22,7.842013892715718e+16
23,7.842013892715718e+16
24,7.842013892715718e+16
25,7.842013892715718e+16
26,7.842013892715718e+16
27,7.842013892715718e+16
28,7.842013892715718e+16
29,7.842013892715718e+16
30,7.842013892715718e+16
31,7.842013892715718e+16
32,7.842013892715718e+16
33,7.842013892715718e+16
34,7.842013892715718e+16
35,7.842013892715718e+16
36,7.842013892715718e+16
37,7.842013892715718e+16
38,7.842013892715718e+16
39,7.842013892715718e+16
40,7.842013892715718e+16
41,7.842013892715718e+16
42,7.842013892715718e+16
43,7.842013892715718e+16
44,7.842013892715718e+16
45,7.842013892715718e+16
46,7.842013892715718e+16
47,7.842013892715718e+16
48,7.842013892715718e+16
49,7.842013892715718e+16
50,7.842013892715718e+16
51,7.842013892715718e+16
52,7.842013892715718e+16
53,7.842013892715718e+16
54,7.842013892715718e+16
55,7.842013892715718e+16
56,7.842013892715718e+16
57,7.842013892715718e+16
58,7.842013892715718e+16
59,7.842013892715718e+16
60,7.842013892715718e+16
61,7.842013892715718e+16
62,7.842013892715718e+16
63,7.842013892715718e+16
64,7.842013892715718e+16
65,7.842013892715718e+16
66,7.842013892715718e+16
67,7.842013892715718e+16
68,7.842013892715718e+16
69,7.842013892715718e+16
70,7.842013892715718e+16
71,7.842013892715718e+16
72,7.842013892715718e+16
73,7.842013892715718e+16
74,7.842013892715718e+16
75,4.180555559382297e+16
76,4.180555559382297e+16
77,4.180555559382297e+16
78,4.180555559382297e+16
79,4.180555559382297e+16
80,4.180555559382297e+16
81,4.180555559382297e+16
82,4.180555559382297e+16
83,4.180555559382297e+16
84,4.180555559382297e+16
85,4.180555559382297e+16
86,4.180555559382297e+16
87,4.180555559382297e+16
88,4.180555559382297e+16
89,4.180555559382297e+16
90,4.180555559382297e+16
91,4.180555559382297e+16
92,4.180555559382297e+16
93,4.180555559382297e+16
94,4.180555559382297e+16
95,4.180555559382297e+16
96,4.180555559382297e+16
97,4.180555559382297e+16
98,4.180555559382297e+16
99,4.180555559382297e+16
100,4.180555559382297e+16
