Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
4.513888892715712e+16,1.1492013889271594e+18,208333333332480.0,inf,100,1731.953691482544,-2991145833333328.0,1.0,64
