Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
1.8315451389271644e+18,2.961290451389279e+20,2.9429750000000074e+20,2.942975000000007e+18,100,1773.847759962082,-3949999999999995.0,1.0,98
