Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
2.9107638892715923e+17,4.767440972226063e+19,inf,inf,100,560.9825177192688,-6777604166666665.0,1.0,77
