Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
3.798918211022216e+19,3.798918211022216e+19,0.0,0.0,1,56.17535901069641,0.0,1.0,0
