Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
8.624889012383069e+20,9.436648273837324e+22,9.350399383713493e+22,4.675199691856747e+22,2,35.49958086013794,0.0,1.0,1
